iter	Logloss
334	0.6531459677
335	0.6531414816
336	0.6531381795
337	0.6531352029
338	0.6531291583
339	0.6531218714
340	0.6531218688
341	0.6531142159
342	0.6531130907
343	0.6531052136
344	0.6531024759
345	0.653086682
346	0.6530835901
347	0.6530792316
348	0.6530736635
349	0.6530636949
350	0.6530596974
351	0.6530572854
352	0.6530432756
353	0.6530259234
354	0.6530259234
355	0.6530102456
356	0.6530017544
357	0.6529926084
358	0.652981173
359	0.6529686831
360	0.6529623304
361	0.6529596075
362	0.652955012
363	0.652934343
364	0.6529315518
365	0.6529253278
366	0.652913658
367	0.652910272
368	0.652908769
369	0.6529075151
370	0.6528926911
371	0.6528863295
372	0.6528815125
373	0.6528728744
374	0.6528684372
375	0.6528589977
376	0.652853358
377	0.652853358
378	0.6528503007
379	0.6528503007
380	0.6528432255
381	0.6528303236
382	0.6528274531
383	0.6528154604
384	0.6528119479
385	0.6527992131
386	0.6527867028
387	0.6527837024
388	0.6527682665
389	0.6527577485
390	0.6527552909
391	0.6527536959
392	0.6527525219
393	0.6527514969
394	0.6527329603
395	0.6527237497
396	0.6527170447
397	0.6527150938
398	0.6527115561
399	0.6527102943
400	0.6527102653
401	0.6527011
402	0.6526984598
403	0.65269697
404	0.6526905138
405	0.6526855903
406	0.6526809836
407	0.6526743012
408	0.6526664236
409	0.652651608
410	0.6526478512
411	0.652638541
412	0.6526329994
413	0.6526323453
414	0.6526179517
415	0.6526112647
416	0.6526086991
417	0.6526064273
418	0.652605925
419	0.6525984908
420	0.6525812222
421	0.6525771879
422	0.6525761499
423	0.6525742904
424	0.6525653646
425	0.6525583578
426	0.6525551185
427	0.6525504958
428	0.6525478538
429	0.6525478537
430	0.6525424787
431	0.6525286363
432	0.6525150388
433	0.6525023671
434	0.652498328
435	0.652489103
436	0.6524860761
437	0.6524768339
438	0.6524684786
439	0.6524632845
440	0.6524590467
441	0.6524519866
442	0.6524416846
443	0.6524355271
444	0.6524246354
445	0.6524232604
446	0.6524187223
447	0.6524108552
448	0.6524023003
449	0.6524022859
450	0.6523965427
451	0.6523902621
452	0.6523832879
453	0.6523819933
454	0.6523792454
455	0.6523665897
456	0.6523636855
457	0.6523621969
458	0.652362089
459	0.6523566271
460	0.652355662
461	0.6523497691
462	0.652346417
463	0.6523407857
464	0.6523398865
465	0.6523330569
466	0.6523218575
467	0.6523159592
468	0.6523004141
469	0.6522858138
470	0.6522758832
471	0.6522714855
472	0.6522658641
473	0.6522638318
474	0.6522492419
475	0.6522429382
476	0.6522326337
477	0.6522228616
478	0.6522211294
479	0.6522199989
480	0.6522105914
481	0.652202743
482	0.6521936132
483	0.6521850224
484	0.652180452
485	0.6521765892
486	0.6521765039
487	0.6521708365
488	0.6521690065
489	0.6521654214
490	0.6521598845
491	0.6521412918
492	0.6521264299
493	0.652124596
494	0.6521140912
495	0.6521020518
496	0.6521008731
497	0.6520831192
498	0.652072393
499	0.6520647595
500	0.6520619615
501	0.6520597804
502	0.652049613
503	0.652047292
504	0.6520411319
505	0.6520375206
506	0.6520351741
507	0.6520287833
508	0.6520250686
509	0.6520249254
510	0.6520101987
511	0.6520062082
512	0.6519963667
513	0.6519860427
514	0.6519794036
515	0.6519667284
516	0.6519567879
517	0.6519502377
518	0.6519460039
519	0.6519390976
520	0.651936797
521	0.6519300583
522	0.6519270339
523	0.6519122074
524	0.6519097053
525	0.6518984377
526	0.6518924965
527	0.6518857162
528	0.6518834519
529	0.6518744651
530	0.6518622451
531	0.6518533131
532	0.6518511882
533	0.6518511861
534	0.6518434017
535	0.6518387475
536	0.651834901
537	0.6518274286
538	0.6518240506
539	0.6518162338
540	0.6518124904
541	0.6518055702
542	0.6517989227
543	0.6517876844
544	0.651786748
545	0.651783141
546	0.6517697084
547	0.6517673098
548	0.6517657662
549	0.6517619025
550	0.651752474
551	0.6517420986
552	0.6517409385
553	0.6517397677
554	0.6517354041
555	0.6517350837
556	0.6517282201
557	0.651722157
558	0.6517196586
559	0.6517168554
560	0.6517109369
561	0.6517075086
562	0.6517020785
563	0.6516896799
564	0.651689634
565	0.6516725948
566	0.6516686335
567	0.6516612088
568	0.6516492427
569	0.6516482067
570	0.6516482067
571	0.6516456713
572	0.6516444949
573	0.651639103
574	0.6516371287
575	0.6516368969
576	0.6516349453
577	0.65162716
578	0.6516267786
579	0.651619473
580	0.6516163874
581	0.6516112036
582	0.6516094886
583	0.6515933798
584	0.6515909041
585	0.6515811946
586	0.6515766831
587	0.6515685146
588	0.6515646096
589	0.651556409
590	0.6515529703
591	0.6515437783
592	0.6515370488
593	0.651533316
594	0.651523641
595	0.6515196538
596	0.651512989
597	0.6515110056
598	0.6515091562
599	0.6515044887
600	0.6515037932
601	0.6514934236
602	0.6514910565
603	0.6514873351
604	0.651477508
605	0.6514679302
606	0.6514610961
607	0.6514539531
608	0.6514491167
609	0.6514449695
610	0.6514356272
611	0.6514277436
612	0.6514170135
613	0.6514152766
614	0.651401436
615	0.6513873252
616	0.6513782794
617	0.6513722674
618	0.6513631129
619	0.6513544361
620	0.651350954
621	0.6513427841
622	0.6513340077
623	0.6513315551
624	0.6513147709
625	0.6512999672
626	0.6512934108
627	0.6512914521
628	0.6512897867
629	0.6512855506
630	0.6512781066
631	0.6512689838
632	0.6512654581
633	0.6512616491
634	0.6512497825
635	0.6512388166
636	0.6512267188
637	0.6512190745
638	0.6512119755
639	0.6512099847
640	0.6511973601
641	0.651188165
642	0.6511817131
643	0.6511698919
644	0.6511612518
645	0.6511512293
646	0.6511409594
647	0.6511403547
648	0.6511368558
649	0.6511287997
650	0.6511265861
651	0.6511240679
652	0.6511142584
653	0.6511054148
654	0.6510996057
655	0.651094499
656	0.6510825899
657	0.6510791114
658	0.6510661094
659	0.6510539876
660	0.651047964
661	0.6510389053
662	0.6510330567
663	0.6510276058
664	0.651020656
665	0.6510152758
666	0.6510067397
667	0.6509987021
668	0.6509969221
669	0.6509850491
670	0.6509721693
671	0.6509629539
672	0.6509616355
673	0.6509513076
674	0.6509489356
675	0.6509367761
676	0.6509295812
677	0.6509191762
678	0.6509127423
679	0.6509032643
680	0.6508922792
681	0.650884853
682	0.6508820142
683	0.6508746488
684	0.6508697967
685	0.6508547241
686	0.6508502825
687	0.6508430222
688	0.6508301759
689	0.6508238335
690	0.6508186702
691	0.6508098842
692	0.6507972021
693	0.6507930453
694	0.6507899898
695	0.6507894766
696	0.6507841753
697	0.6507758165
698	0.6507662609
699	0.6507592708
700	0.6507480359
701	0.6507358663
702	0.6507299216
703	0.6507210584
704	0.650714126
705	0.6507053422
706	0.6506986889
707	0.6506901457
708	0.6506825565
709	0.6506746117
710	0.650668551
711	0.6506657741
712	0.6506576896
713	0.6506537729
714	0.6506489042
715	0.6506436753
716	0.650638266
717	0.6506304414
718	0.6506271654
719	0.6506240585
720	0.6506211005
721	0.6506191952
722	0.6506158488
723	0.6506056155
724	0.6505949477
725	0.6505850063
726	0.6505776043
727	0.6505600408
728	0.6505562163
729	0.6505461433
730	0.6505408968
731	0.6505380594
732	0.6505288522
733	0.6505193448
734	0.6505093398
735	0.6505004056
736	0.650494471
737	0.6504888525
738	0.6504781146
739	0.6504708756
740	0.6504618622
741	0.6504565694
742	0.6504512482
743	0.650443702
744	0.6504321284
745	0.6504255798
746	0.6504160107
747	0.6504093595
748	0.6504067557
749	0.6503992945
750	0.6503918363
751	0.6503871796
752	0.650381253
753	0.6503719956
754	0.6503689433
755	0.6503595249
756	0.6503569311
757	0.6503479679
758	0.6503465284
759	0.6503353546
760	0.650329207
761	0.6503217641
762	0.6503143069
763	0.6503065017
764	0.6503035794
765	0.6502934557
766	0.6502891349
767	0.6502888865
768	0.6502852263
769	0.6502788007
770	0.6502729095
771	0.6502631323
772	0.6502542751
773	0.6502488363
774	0.6502382732
775	0.6502294252
776	0.6502143175
777	0.6502131406
778	0.6502020057
779	0.6501993165
780	0.6501899614
781	0.6501780704
782	0.650172241
783	0.6501640373
784	0.6501546021
785	0.6501466575
786	0.6501378609
787	0.6501277609
788	0.6501212998
789	0.6501150208
790	0.6501060918
791	0.6501016069
792	0.6500939671
793	0.6500871016
794	0.6500808645
795	0.6500762121
796	0.650067825
797	0.6500662386
798	0.6500602607
799	0.6500562688
800	0.6500495873
801	0.6500431624
802	0.6500330843
803	0.6500314562
804	0.6500258449
805	0.6500181351
806	0.6500110805
807	0.6500069506
808	0.6500052914
809	0.6499982423
810	0.6499929912
811	0.6499903025
812	0.649985605
813	0.6499783683
814	0.649972154
815	0.6499639736
816	0.6499614731
817	0.6499536734
818	0.649946369
819	0.6499410587
820	0.6499330794
821	0.6499277152
822	0.6499169547
823	0.6499116311
824	0.6499075084
825	0.6499014948
826	0.6498934994
827	0.6498852255
828	0.6498775838
829	0.6498706006
830	0.6498611536
831	0.6498585281
832	0.6498527789
833	0.6498474846
834	0.6498429158
835	0.6498387125
836	0.6498347293
837	0.6498320314
838	0.6498299329
839	0.6498182032
840	0.6498155498
841	0.6498095612
842	0.6497973929
843	0.6497891035
844	0.649781502
845	0.6497765828
846	0.6497715163
847	0.6497654877
848	0.6497591172
849	0.6497526925
850	0.649747365
851	0.6497450502
852	0.6497443835
853	0.6497402273
854	0.6497379774
855	0.6497301587
856	0.6497247875
857	0.6497162675
858	0.64971412
859	0.6497125641
860	0.6497083103
861	0.6496963079
862	0.6496870096
863	0.6496767043
864	0.6496727342
865	0.6496701032
866	0.6496605454
867	0.6496531945
868	0.6496473664
869	0.6496454574
870	0.6496379707
871	0.6496313997
872	0.649627722
873	0.6496239282
874	0.6496174012
875	0.6496110457
876	0.6496020513
877	0.6495942237
878	0.6495869245
879	0.6495788434
880	0.6495644375
881	0.6495581492
882	0.6495534549
883	0.6495474773
884	0.6495331774
885	0.6495272954
886	0.6495218208
887	0.6495194725
888	0.6495152237
889	0.6495115953
890	0.6494969577
891	0.6494939403
892	0.6494872891
893	0.6494793454
894	0.6494767899
895	0.6494732712
896	0.6494648224
897	0.6494583477
898	0.6494513485
899	0.6494411635
900	0.6494382733
901	0.6494350337
902	0.6494297174
903	0.6494266351
904	0.6494152973
905	0.6494097437
906	0.6494044429
907	0.6493932055
908	0.649386894
909	0.6493834138
910	0.6493725919
911	0.649371435
912	0.6493663394
913	0.649360393
914	0.6493506951
915	0.6493462576
916	0.6493426774
917	0.6493367085
918	0.6493300904
919	0.6493170864
920	0.6493122698
921	0.6493104367
922	0.6493039918
923	0.6492962517
924	0.6492885182
925	0.6492793767
926	0.6492709283
927	0.6492658705
928	0.6492648757
929	0.6492589779
930	0.6492459882
931	0.6492414169
932	0.6492391347
933	0.6492315247
934	0.6492226345
935	0.6492203728
936	0.6492165483
937	0.6492055607
938	0.6491892399
939	0.6491880126
940	0.6491824513
941	0.6491765215
942	0.6491731588
943	0.6491634566
944	0.649156903
945	0.6491511157
946	0.6491471503
947	0.6491436052
948	0.649136877
949	0.6491318617
950	0.6491262905
951	0.6491234777
952	0.6491155311
953	0.6491036009
954	0.649098011
955	0.6490887973
956	0.6490740733
957	0.6490723276
958	0.6490683339
959	0.6490599647
960	0.6490524524
961	0.6490470942
962	0.6490417043
963	0.6490331405
964	0.6490277194
965	0.6490259301
966	0.6490157859
967	0.6490076736
968	0.6489935556
969	0.6489896952
970	0.6489825127
971	0.6489741572
972	0.6489627272
973	0.6489619121
974	0.6489531284
975	0.6489470822
976	0.6489397871
977	0.6489339538
978	0.648927504
979	0.6489245926
980	0.6489143574
981	0.6489115051
982	0.6489036813
983	0.648897913
984	0.6488920347
985	0.6488890943
986	0.6488829604
987	0.6488748942
988	0.6488716273
989	0.6488665102
990	0.6488592736
991	0.6488563844
992	0.6488501536
993	0.6488441399
994	0.64883762
995	0.6488352654
996	0.6488336925
997	0.6488316254
998	0.6488271573
999	0.6488199694
1000	0.6488145382
1001	0.6488145368
1002	0.6488104053
1003	0.6488079791
1004	0.6488015457
1005	0.648800451
1006	0.6487942289
1007	0.6487851704
1008	0.6487792854
1009	0.6487727187
1010	0.6487661051
1011	0.648764728
1012	0.6487582798
1013	0.6487529173
1014	0.6487474024
1015	0.6487410933
1016	0.648736105
1017	0.6487345808
1018	0.6487289274
1019	0.6487200672
1020	0.6487176803
1021	0.6487127835
1022	0.6487073897
1023	0.6487011874
1024	0.6486893748
1025	0.6486825566
1026	0.6486750426
1027	0.6486702822
1028	0.6486665835
1029	0.6486603597
1030	0.6486568518
1031	0.6486523187
1032	0.6486509325
1033	0.6486478638
1034	0.6486471605
1035	0.6486403743
1036	0.6486323385
1037	0.6486207638
1038	0.6486190624
1039	0.6486134863
1040	0.6486119617
1041	0.648611352
1042	0.6486050238
1043	0.648596812
1044	0.6485863231
1045	0.6485785639
1046	0.6485763902
1047	0.6485681321
1048	0.648563849
1049	0.6485545958
1050	0.6485492176
1051	0.6485406417
1052	0.648529249
1053	0.6485231974
1054	0.6485190434
1055	0.6485123132
1056	0.6485106966
1057	0.6485042716
1058	0.6485006706
1059	0.6484990432
1060	0.6484908644
1061	0.6484817938
1062	0.6484772427
1063	0.6484701417
1064	0.6484650069
1065	0.6484623185
1066	0.6484563701
1067	0.6484491451
1068	0.6484440229
1069	0.648436855
1070	0.6484339736
1071	0.6484288934
1072	0.6484226173
1073	0.6484134842
1074	0.6484078763
1075	0.6484035594
1076	0.6484000467
1077	0.6483909639
1078	0.6483896321
1079	0.6483856811
1080	0.6483790329
1081	0.6483720946
1082	0.6483656519
1083	0.6483609769
1084	0.6483573873
1085	0.6483509651
1086	0.6483487567
1087	0.6483471968
1088	0.6483407647
1089	0.6483341365
1090	0.648323569
1091	0.6483175214
1092	0.6483132317
1093	0.6483095366
1094	0.648304741
1095	0.6482960467
1096	0.6482926705
1097	0.6482855807
1098	0.6482852481
1099	0.6482829713
1100	0.6482761083
1101	0.6482707211
1102	0.6482642331
1103	0.6482588245
1104	0.6482542374
1105	0.6482482108
1106	0.6482406291
1107	0.6482323725
1108	0.6482277445
1109	0.6482266813
1110	0.6482177358
1111	0.6482102367
1112	0.6482058194
1113	0.6481990178
1114	0.6481882085
1115	0.6481816907
1116	0.6481750901
1117	0.648162553
1118	0.6481575159
1119	0.6481483626
1120	0.6481442636
1121	0.6481376966
1122	0.648133239
1123	0.6481332273
1124	0.648126983
1125	0.6481173578
1126	0.6481124622
1127	0.6481054127
1128	0.6481012132
1129	0.6480917578
1130	0.6480859665
1131	0.6480822674
1132	0.6480768105
1133	0.6480726587
1134	0.6480691705
1135	0.6480643584
1136	0.6480583349
1137	0.6480541305
1138	0.6480474261
1139	0.6480419597
1140	0.6480386757
1141	0.6480355136
1142	0.6480303028
1143	0.6480258845
1144	0.6480201221
1145	0.6480162594
1146	0.6480134767
1147	0.6480057083
1148	0.6480019144
1149	0.6479958949
1150	0.6479881614
1151	0.6479843702
1152	0.6479820049
1153	0.6479802334
1154	0.6479703928
1155	0.6479629859
1156	0.6479552945
1157	0.6479534816
1158	0.6479507568
1159	0.6479420828
1160	0.6479378087
1161	0.6479360063
1162	0.6479344875
1163	0.6479328046
1164	0.6479237938
1165	0.6479222439
1166	0.6479168492
1167	0.647914529
1168	0.6479094404
1169	0.6479069912
1170	0.6478988543
1171	0.647892613
1172	0.6478861205
1173	0.6478853613
1174	0.6478819727
1175	0.6478701571
1176	0.6478650144
1177	0.6478629117
1178	0.6478564712
1179	0.6478514269
1180	0.6478434692
1181	0.6478365881
1182	0.6478312775
1183	0.6478260899
1184	0.6478213982
1185	0.6478139499
1186	0.6478128063
1187	0.6478066126
1188	0.6478015595
1189	0.647792888
1190	0.6477844381
1191	0.6477785957
1192	0.6477772494
1193	0.6477741941
1194	0.6477716033
1195	0.6477688493
1196	0.6477660601
1197	0.6477622088
1198	0.6477571159
1199	0.6477520846
1200	0.647747342
1201	0.6477468072
1202	0.6477374445
1203	0.6477363325
1204	0.6477302753
1205	0.6477256964
1206	0.6477202872
1207	0.6477132176
1208	0.6477093589
1209	0.6477029905
1210	0.6476940267
1211	0.6476895204
1212	0.6476849729
1213	0.6476800298
1214	0.6476736527
1215	0.6476643615
1216	0.6476591369
1217	0.6476502661
1218	0.6476475153
1219	0.6476442836
1220	0.6476390462
1221	0.6476299307
1222	0.6476249338
1223	0.6476197534
1224	0.6476153535
1225	0.6476049873
1226	0.6476037315
1227	0.6476025245
1228	0.6475995763
1229	0.6475919414
1230	0.6475895941
1231	0.647582979
1232	0.6475818147
1233	0.6475707319
1234	0.6475637086
1235	0.6475578797
1236	0.6475557078
1237	0.6475464469
1238	0.6475411689
1239	0.6475407183
1240	0.6475370148
1241	0.6475335012
1242	0.6475259978
1243	0.6475203554
1244	0.647519128
1245	0.6475110771
1246	0.647504373
1247	0.6474995021
1248	0.6474962218
1249	0.6474901876
1250	0.6474856045
1251	0.6474843538
1252	0.6474764946
1253	0.6474715142
1254	0.6474586071
1255	0.6474467149
1256	0.6474394375
1257	0.6474358074
1258	0.647432606
1259	0.6474267637
1260	0.6474226698
1261	0.6474156409
1262	0.6474127119
1263	0.6474106238
1264	0.6474032445
1265	0.6473999342
1266	0.6473981935
1267	0.6473902613
1268	0.6473838264
1269	0.6473755035
1270	0.647372216
1271	0.6473691046
1272	0.6473644394
1273	0.6473597206
1274	0.6473593082
1275	0.6473554482
1276	0.64735199
1277	0.6473464068
1278	0.6473381591
1279	0.6473352405
1280	0.6473279658
1281	0.6473239663
1282	0.6473222877
1283	0.6473201462
1284	0.6473191992
1285	0.6473113541
1286	0.6473075679
1287	0.6472978938
1288	0.6472882061
1289	0.6472783727
1290	0.6472739319
1291	0.6472723265
1292	0.6472667023
1293	0.6472642828
1294	0.6472578262
1295	0.6472537401
1296	0.6472450493
1297	0.6472382847
1298	0.6472331205
1299	0.6472290793
1300	0.6472283256
1301	0.6472243429
1302	0.6472198212
1303	0.6472177486
1304	0.6472134745
1305	0.647210742
1306	0.6472046364
1307	0.6471966517
1308	0.6471946236
1309	0.647189173
1310	0.6471858357
1311	0.6471835956
1312	0.6471812567
1313	0.6471711041
1314	0.6471630142
1315	0.6471582628
1316	0.6471507399
1317	0.6471472184
1318	0.6471436434
1319	0.6471395221
1320	0.6471242717
1321	0.6471195036
1322	0.6471066369
1323	0.6471012659
1324	0.6470970246
1325	0.6470948846
1326	0.6470902958
1327	0.6470877809
1328	0.6470827475
1329	0.6470772516
1330	0.6470718321
1331	0.6470687536
1332	0.6470616026
1333	0.6470589627
1334	0.6470559957
1335	0.64705583
1336	0.6470464806
1337	0.6470384797
1338	0.6470331962
1339	0.6470239508
1340	0.647020208
1341	0.647016597
1342	0.6470134239
1343	0.6470094093
1344	0.6470032424
1345	0.6469995516
1346	0.6469980703
1347	0.6469921481
1348	0.6469878751
1349	0.6469817417
1350	0.6469761203
1351	0.646968009
1352	0.6469645108
1353	0.646956597
1354	0.6469544725
1355	0.6469438054
1356	0.6469381309
1357	0.6469323737
1358	0.6469280721
1359	0.6469231244
1360	0.6469205552
1361	0.6469173778
1362	0.6469104878
1363	0.6469069013
1364	0.6469016672
1365	0.646890974
1366	0.6468782291
1367	0.6468717991
1368	0.6468691429
1369	0.6468660798
1370	0.6468655393
1371	0.6468630626
1372	0.6468573756
1373	0.64685445
1374	0.6468524387
1375	0.6468511323
1376	0.6468471614
1377	0.6468427157
1378	0.6468312684
1379	0.6468310181
1380	0.6468272885
1381	0.6468212119
1382	0.6468181802
1383	0.6468151828
1384	0.6468130379
1385	0.6468111829
1386	0.6468078791
1387	0.6468057717
1388	0.646800632
1389	0.6467956601
1390	0.6467890267
1391	0.6467841657
1392	0.6467833627
1393	0.6467779364
1394	0.6467719583
1395	0.6467707626
1396	0.6467588875
1397	0.6467547921
1398	0.6467513818
1399	0.6467443644
1400	0.6467366007
1401	0.6467298162
1402	0.6467273479
1403	0.646721085
1404	0.6467184162
1405	0.6467110342
1406	0.6467091123
1407	0.6467043247
1408	0.6467013583
1409	0.6466953755
1410	0.6466922103
1411	0.6466882094
1412	0.6466843428
1413	0.6466781305
1414	0.646672484
1415	0.6466697543
1416	0.6466652997
1417	0.6466618566
1418	0.6466549482
1419	0.6466518769
1420	0.646644183
1421	0.6466400747
1422	0.6466377714
1423	0.6466333506
1424	0.646628878
1425	0.6466227392
1426	0.6466161182
1427	0.6466109291
1428	0.6466071993
1429	0.6465977676
1430	0.646590968
1431	0.6465815459
1432	0.6465789308
1433	0.6465759429
1434	0.6465707399
1435	0.6465691591
1436	0.6465636354
1437	0.6465596723
1438	0.646556767
1439	0.6465557069
1440	0.6465505968
1441	0.6465487409
1442	0.6465443492
1443	0.6465435983
1444	0.6465370964
1445	0.6465317432
1446	0.6465236493
1447	0.6465193464
1448	0.6465154722
1449	0.6465139971
1450	0.6465079999
1451	0.6464968967
1452	0.6464918638
1453	0.6464888071
1454	0.6464866643
1455	0.6464840878
1456	0.6464834309
1457	0.6464771645
1458	0.6464662662
1459	0.6464622325
1460	0.6464611656
1461	0.646458738
1462	0.6464549838
1463	0.6464496145
1464	0.6464377389
1465	0.6464322449
1466	0.646427816
1467	0.6464268467
1468	0.6464186232
1469	0.6464140509
1470	0.6464104326
1471	0.6464097729
1472	0.6464060163
1473	0.6464031566
1474	0.646398391
1475	0.6463972404
1476	0.6463951758
1477	0.6463911783
1478	0.6463878307
1479	0.6463788962
1480	0.6463711419
1481	0.6463617392
1482	0.6463613687
1483	0.646359792
1484	0.6463556768
1485	0.6463515712
1486	0.646338386
1487	0.6463365246
1488	0.6463356481
1489	0.6463305365
1490	0.646327533
1491	0.6463253965
1492	0.646324372
1493	0.6463154498
1494	0.6463131104
1495	0.6463083383
1496	0.6463017701
1497	0.6462996932
1498	0.6462961788
1499	0.6462836804
1500	0.6462804194
1501	0.6462731727
1502	0.6462731564
1503	0.6462713546
1504	0.646265246
1505	0.6462636216
1506	0.6462600005
1507	0.6462543035
1508	0.6462512072
1509	0.6462434563
1510	0.6462378666
1511	0.6462348552
1512	0.64623179
