iter	Logloss
1513	0.6462306031
1514	0.6462239094
1515	0.6462197606
1516	0.6462157289
1517	0.646213526
1518	0.6462105713
1519	0.6462045806
1520	0.6461961597
1521	0.646192595
1522	0.6461920034
1523	0.6461879889
1524	0.6461813777
1525	0.6461806639
1526	0.6461732768
1527	0.6461691953
1528	0.6461582139
1529	0.6461552678
1530	0.646152938
1531	0.6461513617
1532	0.6461494227
1533	0.6461468957
1534	0.6461412677
1535	0.6461393716
1536	0.646135964
1537	0.6461347016
1538	0.6461322317
1539	0.6461281577
1540	0.646123247
1541	0.6461200574
1542	0.6461170863
1543	0.6461158513
1544	0.6461104831
1545	0.6461088284
1546	0.6461035788
1547	0.6460958126
1548	0.646094007
1549	0.6460909998
1550	0.6460837784
1551	0.6460799703
1552	0.6460778611
1553	0.6460747437
1554	0.6460697163
1555	0.6460635225
1556	0.6460574032
1557	0.6460499141
1558	0.646045934
1559	0.6460420726
1560	0.6460370082
1561	0.6460360985
1562	0.6460294919
1563	0.6460234899
1564	0.6460191174
1565	0.6460106814
1566	0.6460021863
1567	0.6459988781
1568	0.6459956558
1569	0.6459899775
1570	0.6459835823
1571	0.6459786279
1572	0.6459763719
1573	0.6459726667
1574	0.64597062
1575	0.6459653768
1576	0.6459630613
1577	0.6459595083
1578	0.645953924
1579	0.6459506759
1580	0.6459460988
1581	0.6459418715
1582	0.6459413496
1583	0.6459356789
1584	0.6459326454
1585	0.6459265998
1586	0.6459240295
1587	0.6459154499
1588	0.6459106189
1589	0.6459088645
1590	0.6459047643
1591	0.6459014805
1592	0.6458922646
1593	0.6458909768
1594	0.6458851245
1595	0.6458772639
1596	0.6458715543
1597	0.6458696919
1598	0.64586597
1599	0.6458562456
1600	0.6458495098
1601	0.6458477354
1602	0.6458459468
1603	0.6458425036
1604	0.6458334145
1605	0.6458292113
1606	0.6458261586
1607	0.6458207925
1608	0.6458120843
1609	0.6458103212
1610	0.6458078522
1611	0.6458044622
1612	0.6457973006
1613	0.6457951576
1614	0.6457899919
1615	0.6457831862
1616	0.6457811169
1617	0.6457798265
1618	0.6457728898
1619	0.6457700886
1620	0.6457667829
1621	0.6457592515
1622	0.6457560699
1623	0.6457493766
1624	0.6457469903
1625	0.6457372893
1626	0.645729921
1627	0.6457250727
1628	0.6457200723
1629	0.6457163317
1630	0.6457145068
1631	0.6457075939
1632	0.6457043932
1633	0.645700105
1634	0.6456979053
1635	0.6456939582
1636	0.6456887467
1637	0.6456859378
1638	0.6456851284
1639	0.6456815867
1640	0.6456780068
1641	0.6456728213
1642	0.6456665746
1643	0.6456623623
1644	0.6456567337
1645	0.6456541623
1646	0.6456498014
1647	0.645646844
1648	0.6456434766
1649	0.6456366409
1650	0.6456305975
1651	0.6456277361
1652	0.6456258736
1653	0.645617261
1654	0.6456121982
1655	0.6456081358
1656	0.6456012048
1657	0.6455999277
1658	0.6455960622
1659	0.6455958564
1660	0.6455930744
1661	0.6455909118
1662	0.6455871454
1663	0.6455856686
1664	0.6455817614
1665	0.645575134
1666	0.6455730355
1667	0.6455672528
1668	0.6455618991
1669	0.6455562694
1670	0.6455500494
1671	0.6455421298
1672	0.645541677
1673	0.6455298265
1674	0.645525986
1675	0.6455196855
1676	0.6455158499
1677	0.6455101539
1678	0.6455082174
1679	0.6455050464
1680	0.6455004893
1681	0.6454892799
1682	0.6454844867
1683	0.6454838278
1684	0.6454782284
1685	0.6454748812
1686	0.6454691325
1687	0.6454656306
1688	0.6454601094
1689	0.6454530719
1690	0.6454496544
1691	0.6454461393
1692	0.6454436023
1693	0.6454380893
1694	0.645430206
1695	0.6454294273
1696	0.6454253062
1697	0.6454180177
1698	0.6454127727
1699	0.6454107182
1700	0.6454080965
1701	0.6454021555
1702	0.6453989872
1703	0.6453883395
1704	0.6453825563
1705	0.6453773147
1706	0.6453730581
1707	0.6453710655
1708	0.6453621128
1709	0.6453587238
1710	0.6453576164
1711	0.6453561607
1712	0.6453527517
1713	0.645351515
1714	0.645346379
1715	0.6453437045
1716	0.6453405156
1717	0.6453391873
1718	0.6453369389
1719	0.6453355827
1720	0.6453294458
1721	0.6453253032
1722	0.6453166835
1723	0.6453104196
1724	0.6453067757
1725	0.6452988427
1726	0.6452958858
1727	0.6452913217
1728	0.6452832714
1729	0.6452824385
1730	0.6452780144
1731	0.6452725747
1732	0.6452672485
1733	0.645262701
1734	0.6452588439
1735	0.6452545685
1736	0.6452522981
1737	0.6452469694
1738	0.6452416015
1739	0.6452413979
1740	0.6452362631
1741	0.6452334223
1742	0.645231124
1743	0.645223435
1744	0.6452205962
1745	0.6452159172
1746	0.6452142593
1747	0.6452128716
1748	0.6452067294
1749	0.6452050702
1750	0.6452023864
1751	0.6451969523
1752	0.6451968048
1753	0.6451952654
1754	0.6451923193
1755	0.6451891893
1756	0.6451884926
1757	0.6451850929
1758	0.645183449
1759	0.6451815885
1760	0.64517572
1761	0.6451690559
1762	0.6451598067
1763	0.6451549748
1764	0.6451498223
1765	0.6451458098
1766	0.6451435821
1767	0.6451386534
1768	0.6451299242
1769	0.6451274121
1770	0.6451210003
1771	0.6451175957
1772	0.6451090503
1773	0.6451072689
1774	0.6451053372
1775	0.6451024326
1776	0.6450966541
1777	0.645092687
1778	0.6450886148
1779	0.645084456
1780	0.6450779994
1781	0.6450715392
1782	0.6450707575
1783	0.6450691704
1784	0.6450672401
1785	0.6450618215
1786	0.6450588505
1787	0.6450540329
1788	0.6450492763
1789	0.6450425245
1790	0.6450419757
1791	0.6450364483
1792	0.6450346207
1793	0.6450296912
1794	0.645025007
1795	0.6450201603
1796	0.6450144062
1797	0.6450109028
1798	0.6450091398
1799	0.6449970058
1800	0.6449931496
1801	0.6449899136
1802	0.6449865973
1803	0.6449816066
1804	0.6449811753
1805	0.6449722112
1806	0.6449640444
1807	0.6449546338
1808	0.6449482845
1809	0.6449462742
1810	0.6449433346
1811	0.6449368013
1812	0.6449357008
1813	0.6449314615
1814	0.6449281035
1815	0.6449256439
1816	0.6449179665
1817	0.644914673
1818	0.6449076518
1819	0.6449045606
1820	0.64489691
1821	0.644891376
1822	0.6448900261
1823	0.6448855071
1824	0.6448816006
1825	0.6448793435
1826	0.6448742939
1827	0.6448715388
1828	0.6448700962
1829	0.644865563
1830	0.6448634767
1831	0.6448625085
1832	0.6448595703
1833	0.6448562404
1834	0.6448513141
1835	0.6448493768
1836	0.6448473403
1837	0.6448464488
1838	0.6448415291
1839	0.6448363857
1840	0.6448325721
1841	0.6448274789
1842	0.6448258033
1843	0.6448241096
1844	0.6448209486
1845	0.6448192823
1846	0.6448155873
1847	0.644809184
1848	0.6448062267
1849	0.644804971
1850	0.6448035501
1851	0.6447999873
1852	0.6447989019
1853	0.6447854823
1854	0.6447809585
1855	0.6447751631
1856	0.6447700194
1857	0.6447684983
1858	0.6447667276
1859	0.6447624627
1860	0.6447570974
1861	0.6447523432
1862	0.6447490506
1863	0.6447467395
1864	0.6447404682
1865	0.6447316449
1866	0.6447311733
1867	0.6447286261
1868	0.6447244342
1869	0.6447221032
1870	0.6447170108
1871	0.644714791
1872	0.6447094093
1873	0.6447086396
1874	0.6447071133
1875	0.6447031451
1876	0.6447016925
1877	0.6447003605
1878	0.6446918285
1879	0.6446902712
1880	0.6446839388
1881	0.6446799116
1882	0.644678337
1883	0.644673009
1884	0.6446706599
1885	0.6446613579
1886	0.6446591895
1887	0.6446542474
1888	0.6446503569
1889	0.6446487505
1890	0.644645219
1891	0.6446391952
1892	0.6446360761
1893	0.6446344272
1894	0.6446317159
1895	0.6446283154
1896	0.6446267354
1897	0.6446243991
1898	0.644620393
1899	0.6446168532
1900	0.644613542
1901	0.6446107995
1902	0.6446099928
1903	0.644600222
1904	0.6445947201
1905	0.644590029
1906	0.6445862044
1907	0.644578286
1908	0.6445706515
1909	0.6445641723
1910	0.6445624522
1911	0.644561149
1912	0.6445534781
1913	0.6445488822
1914	0.644544704
1915	0.6445394602
1916	0.6445367245
1917	0.6445341038
1918	0.6445305626
1919	0.644525649
1920	0.6445238704
1921	0.6445206023
1922	0.6445170812
1923	0.6445113737
1924	0.6445074415
1925	0.6445011117
1926	0.6445002029
1927	0.6444939861
1928	0.644490932
1929	0.6444877783
1930	0.6444811981
1931	0.6444799606
1932	0.6444743913
1933	0.6444659558
1934	0.6444541759
1935	0.6444495079
1936	0.644448352
1937	0.6444463255
1938	0.644445279
1939	0.6444426854
1940	0.6444395005
1941	0.6444346874
1942	0.6444332802
1943	0.644428339
1944	0.6444241694
1945	0.6444106325
1946	0.6444085817
1947	0.644404052
1948	0.644391938
1949	0.6443898739
1950	0.6443875586
1951	0.6443837558
1952	0.6443800021
1953	0.6443778768
1954	0.6443722513
1955	0.644368569
1956	0.6443647791
1957	0.6443615455
1958	0.6443582905
1959	0.6443518474
1960	0.6443467833
1961	0.6443407667
1962	0.6443328994
1963	0.6443289734
1964	0.6443198763
1965	0.6443173693
1966	0.6443127252
1967	0.6443104604
1968	0.644307679
1969	0.6443015814
1970	0.6442985086
1971	0.6442936068
1972	0.6442908749
1973	0.6442881375
1974	0.6442847178
1975	0.6442826819
1976	0.6442811923
1977	0.64428019
1978	0.6442779394
1979	0.6442747744
1980	0.6442734405
1981	0.6442700377
1982	0.6442683132
1983	0.6442658517
1984	0.6442599819
1985	0.6442542053
1986	0.6442483165
1987	0.6442450859
1988	0.64424371
1989	0.6442399914
1990	0.6442317814
1991	0.6442291051
1992	0.6442283489
1993	0.6442245963
1994	0.6442157827
1995	0.6442144644
1996	0.6442075791
1997	0.6442005392
1998	0.6441901436
1999	0.6441843073
