iter	Passed	Remaining
1659	206841	42365
1660	206972	42241
1661	207105	42118
1662	207241	41996
1663	207359	41870
1664	207493	41747
1665	207629	41625
1666	207766	41503
1667	207895	41379
1668	208033	41257
1669	208170	41135
1670	208302	41012
1671	208434	40889
1672	208546	40761
1673	208650	40633
1674	208781	40509
1675	208896	40383
1676	209024	40259
1677	209166	40138
1678	209293	40013
1679	209406	39886
1680	209538	39763
1681	209659	39638
1682	209788	39514
1683	209899	39387
1684	210035	39264
1685	210147	39137
1686	210259	39010
1687	210391	38887
1688	210518	38763
1689	210636	38637
1690	210751	38511
1691	210875	38386
1692	211006	38262
1693	211131	38138
1694	211277	38017
1695	211391	37890
1696	211519	37766
1697	211658	37644
1698	211773	37518
1699	211899	37393
1700	212024	37269
1701	212141	37143
1702	212278	37021
1703	212401	36896
1704	212545	36774
1705	212663	36648
1706	212791	36524
1707	212917	36400
1708	213049	36276
1709	213182	36153
1710	213292	36026
1711	213393	35897
1712	213524	35774
1713	213643	35648
1714	213762	35523
1715	213897	35400
1716	214012	35274
1717	214152	35151
1718	214278	35027
1719	214393	34901
1720	214509	34775
1721	214633	34650
1722	214748	34524
1723	214874	34399
1724	215008	34276
1725	215124	34150
1726	215246	34025
1727	215373	33901
1728	215499	33776
1729	215632	33653
1730	215763	33529
1731	215882	33404
1732	216012	33280
1733	216136	33155
1734	216269	33032
1735	216385	32906
1736	216524	32784
1737	216655	32660
1738	216777	32535
1739	216891	32409
1740	217007	32283
1741	217133	32158
1742	217275	32036
1743	217405	31912
1744	217540	31789
1745	217651	31662
1746	217768	31537
1747	217881	31410
1748	218032	31289
1749	218158	31165
1750	218285	31041
1751	218418	30917
1752	218526	30790
1753	218676	30669
1754	218849	30551
1755	218970	30426
1756	219063	30297
1757	219201	30174
1758	219320	30049
1759	219430	29922
1760	219541	29795
1761	219662	29670
1762	219787	29545
1763	219913	29421
1764	220046	29297
1765	220191	29176
1766	220308	29050
1767	220439	28926
1768	220564	28801
1769	220695	28677
1770	220813	28552
1771	220919	28425
1772	221037	28299
1773	221166	28175
1774	221292	28051
1775	221421	27927
1776	221535	27801
1777	221661	27676
1778	221777	27550
1779	221895	27425
1780	221999	27298
1781	222138	27175
1782	222260	27050
1783	222398	26927
1784	222516	26801
1785	222647	26677
1786	222783	26554
1787	222915	26430
1788	223039	26305
1789	223176	26182
1790	223283	26056
1791	223419	25932
1792	223543	25807
1793	223675	25684
1794	223800	25559
1795	223936	25436
1796	224064	25311
1797	224183	25186
1798	224303	25061
1799	224434	24937
1800	224551	24811
1801	224678	24687
1802	224794	24561
1803	224935	24438
1804	225042	24312
1805	225159	24186
1806	225285	24061
1807	225404	23936
1808	225525	23811
1809	225663	23688
1810	225773	23562
1811	225885	23436
1812	226004	23311
1813	226129	23186
1814	226244	23060
1815	226369	22936
1816	226487	22810
1817	226613	22686
1818	226726	22560
1819	226833	22434
1820	226952	22308
1821	227071	22183
1822	227199	22059
1823	227326	21935
1824	227455	21810
1825	227598	21687
1826	227720	21563
1827	227845	21438
1828	227951	21312
1829	228073	21187
1830	228184	21061
1831	228305	20936
1832	228443	20812
1833	228564	20687
1834	228709	20565
1835	228843	20441
1836	228970	20316
1837	229078	20190
1838	229209	20066
1839	229330	19941
1840	229442	19816
1841	229562	19691
1842	229700	19567
1843	229817	19442
1844	229940	19317
1845	230072	19193
1846	230197	19068
1847	230331	18945
1848	230439	18819
1849	230548	18693
1850	230665	18567
1851	230793	18443
1852	230923	18319
1853	231041	18194
1854	231174	18070
1855	231306	17946
1856	231423	17820
1857	231540	17695
1858	231681	17572
1859	231807	17447
1860	231922	17322
1861	232054	17198
1862	232178	17073
1863	232296	16948
1864	232428	16824
1865	232540	16699
1866	232645	16573
1867	232762	16447
1868	232882	16322
1869	233010	16198
1870	233145	16074
1871	233258	15949
1872	233408	15826
1873	233539	15702
1874	233677	15578
1875	233827	15455
1876	233947	15330
1877	234071	15205
1878	234217	15082
1879	234328	14957
1880	234444	14831
1881	234569	14707
1882	234694	14582
1883	234818	14458
1884	234950	14333
1885	235067	14208
1886	235201	14084
1887	235331	13960
1888	235465	13836
1889	235590	13711
1890	235722	13587
1891	235849	13462
1892	235963	13337
1893	236073	13212
1894	236176	13086
1895	236297	12961
1896	236406	12835
1897	236525	12711
1898	236658	12586
1899	236788	12462
1900	236914	12338
1901	237045	12213
1902	237155	12088
1903	237282	11963
1904	237416	11839
1905	237533	11714
1906	237648	11589
1907	237762	11464
1908	237866	11338
1909	237975	11213
1910	238083	11088
1911	238209	10963
1912	238350	10839
1913	238475	10715
1914	238607	10590
1915	238723	10465
1916	238872	10342
1917	238983	10217
1918	239111	10092
1919	239252	9968
1920	239356	9843
1921	239479	9718
1922	239594	9593
1923	239721	9469
1924	239832	9344
1925	239956	9219
1926	240073	9094
1927	240202	8970
1928	240313	8845
1929	240441	8720
1930	240569	8596
1931	240688	8471
1932	240802	8346
1933	240919	8221
1934	241043	8097
1935	241173	7972
1936	241285	7847
1937	241413	7723
1938	241541	7598
1939	241654	7473
1940	241769	7348
1941	241889	7224
1942	242017	7099
1943	242135	6975
1944	242285	6851
1945	242408	6726
1946	242541	6602
1947	242664	6477
1948	242778	6352
1949	242896	6228
1950	243023	6103
1951	243139	5978
1952	243259	5854
1953	243384	5729
1954	243502	5604
1955	243628	5480
1956	243753	5355
1957	243881	5231
1958	244004	5106
1959	244149	4982
1960	244291	4858
1961	244406	4733
1962	244534	4609
1963	244667	4484
1964	244783	4360
1965	244900	4235
1966	245015	4110
1967	245124	3985
1968	245243	3861
1969	245367	3736
1970	245480	3611
1971	245614	3487
1972	245737	3362
1973	245859	3238
1974	245995	3113
1975	246114	2989
1976	246252	2864
1977	246363	2740
1978	246487	2615
1979	246620	2491
1980	246729	2366
1981	246846	2241
1982	246964	2117
1983	247083	1992
1984	247215	1868
1985	247340	1743
1986	247467	1619
1987	247602	1494
1988	247720	1369
1989	247844	1245
1990	247979	1120
1991	248094	996
1992	248218	871
1993	248345	747
1994	248475	622
1995	248609	498
1996	248787	373
1997	248904	249
1998	249008	124
1999	249119	0
